bookID	authors	average_rating	isbn	isbn13	language_code	num_pages	ratings_count	text_reviews_count	publication_date	publisher	genero	title_book	series	title	SerieChave
1403	Ed Roberson	4,13	1891190237	9,78189E+12	eng	136	67	7	30/01/2006	Atelos Press	Poesia	City Eclogue	NULL	City Eclogue	NULL
1405	Virgil	3,8	192837680	9,78019E+12	eng	180	259	15	02/09/1999	Oxford University Press	Poesia	The Eclogues and The Georgics	NULL	The Eclogues and The Georgics	NULL
1408	Paul  Kirk	3,94	155832125X	9,78156E+12	eng	272	55	0	03/12/1997	Harvard Common Press	Culinária/Gastronomia	Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas	NULL	Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas	NULL
1417	William Shakespeare	4,5	141000589	9,78014E+12	eng	1808	578	25	07/11/2002	Viking	Fantasia	The Complete Pelican Shakespeare	NULL	The Complete Pelican Shakespeare	NULL
1420	William Shakespeare	4,02	521618746	9,78052E+12	eng	289	609271	7139	01/08/2005	Cambridge University Press	Policial/Mistério	Hamlet	NULL	Hamlet	NULL
1423	Reduced Shakespeare Company	4,44	1557831572	9,78156E+12	eng	137	8159	118	01/02/1994	Applause Books	Drama	The Compleat Works of Wllm Shkspr	abridged	The Compleat Works of Wllm Shkspr (abridged)	NULL
1424	Paulo Coelho	3,64	006251279X	9,78006E+12	en-US	272	888	92	01/05/1995	HarperOne	Biografia/Autobiografia	The Pilgrimage: A Contemporary Quest for Ancient Wisdom	NULL	The Pilgrimage: A Contemporary Quest for Ancient Wisdom	NULL
1426	Paulo Coelho	3,7	60527986	9,78006E+12	en-US	142	22662	945	30/03/2004	HarperOne	Aventura	Warrior of the Light	NULL	Warrior of the Light	NULL
1427	Paulo Coelho	3,57	60832819	9,78006E+12	eng	336	58917	2575	03/07/2006	HarperOne	Psicologia	The Zahir	NULL	The Zahir	NULL
1428	Paulo Coelho	3,57	61122092	9,78006E+12	eng	208	70760	2702	23/05/2006	HarperOne	Romance	By the River Piedra I Sat Down and Wept	NULL	By the River Piedra I Sat Down and Wept	NULL
1429	Paulo Coelho	3,62	60930136	9,78006E+12	en-US	256	1415	68	26/04/2000	HarperOne	Ficção Histórica	The Fifth Mountain	NULL	The Fifth Mountain	NULL
1431	Paulo Coelho	3,7	61124265	9,78006E+12	eng	210	132064	5452	01/06/2006	Harper Perennial	Psicologia	Veronika Decides to Die	NULL	Veronika Decides to Die	NULL
1437	Carla Lynn Stockton	3,69	764586033	9,78076E+12	en-US	129	65	6	30/05/2000	Cliffs Notes	Didáticos	Cliffs Notes on Shakespeare's Hamlet	NULL	Cliffs Notes on Shakespeare's Hamlet	NULL
1438	William Shakespeare	4,02	764585681	9,78076E+12	eng	240	102	16	29/05/2000	Cliffs Notes	Policial/Mistério	Shakespeare's Hamlet	NULL	Shakespeare's Hamlet	NULL
1439	Giorgio De Santillana	4,29	879232153	9,78088E+12	eng	450	489	57	24/03/2015	Nonpareil Books	NULL	Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth	NULL	Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth	NULL
1440	Thucydides	4,32	674991206	9,78067E+12	mul	496	208	7	01/01/1919	Harvard University Press	História	History of the Peloponnesian War: Bk. 1-2	NULL	History of the Peloponnesian War: Bk. 1-2	NULL
1441	Thucydides	3,72	872201686	9,78087E+12	eng	172	610	15	01/10/1993	Hackett Publishing Company  Inc.	História	On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War	NULL	On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War	NULL
1445	Thucydides	3,9	872203948	9,78087E+12	eng	530	154	21	01/06/1998	Hackett Publishing Company  Inc.	História	The Peloponnesian War	NULL	The Peloponnesian War	NULL
1449	Thucydides	3,9	393971678	9,78039E+12	eng	554	24	4	17/07/1998	W. W. Norton & Company	História	The Peloponnesian War: A New Translation  Backgrounds  Interpretations	NULL	The Peloponnesian War: A New Translation  Backgrounds  Interpretations	NULL
1461	Cynthia W. Shelmerdine	4,5	929524357	9,78093E+12	eng	34	2	0	30/01/1989	Bryn Mawr Commentaries	História	Thucydides  Book 6 Commentary	NULL	Thucydides  Book 6 Commentary	NULL
1462	Euripides	4,03	226307808	9,78023E+12	eng	221	4483	56	15/02/1955	University of Chicago Press	Fantasia	Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus	NULL	Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus	NULL
1463	Euripides	4,21	226307840	9,78023E+12	eng	228	3334	46	15/01/1969	University of Chicago Press	Fantasia	Euripides V: Electra / The Phoenician Women / The Bacchae	NULL	Euripides V: Electra / The Phoenician Women / The Bacchae	NULL
1465	Euripides	4,21	226307832	9,78023E+12	eng	307	560	8	15/11/1968	University of Chicago Press	Fantasia	Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis	NULL	Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis	NULL
1466	Anne Carson	4,4	1590171802	9,78159E+12	eng	312	679	85	01/08/2006	New York Review of Books	Drama	Grief Lessons: Four Plays by Euripides	NULL	Grief Lessons: Four Plays by Euripides	NULL
1467	Euripides	4,17	553213636	9,78055E+12	en-US	432	1464	21	01/08/1990	Bantam Classics	Fantasia	Ten Plays	NULL	Ten Plays	NULL
1468	Euripides	4	226307824	9,78023E+12	eng	255	541	15	15/01/1992	University of Chicago Press	Fantasia	Euripides III: Hecuba / Andromache / The Trojan Women / Ion	Complete Greek Tragedies  	Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7)	Complete Greek Tragedies  #7
1470	Euripides	4,31	226307816	9,78023E+12	eng	264	790	12	15/04/2002	University of Chicago Press	Fantasia	Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen	NULL	Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen	NULL
1473	Euripides	4,03	140449299	9,78014E+12	eng	206	9197	120	27/03/2003	Penguin Books	Fantasia	Medea and Other Plays	NULL	Medea and Other Plays	NULL
1474	Euripides	4,23	674995600	9,78067E+12	mul	432	61	4	01/01/1994	Loeb Classical Library	Fantasia	Cyclops / Alcestis / Medea	NULL	Cyclops / Alcestis / Medea	NULL
1476	Euripides	4,14	140447261	9,78014E+12	eng	360	164	8	26/01/2006	Penguin Classics	Fantasia	The Bacchae and Other Plays	NULL	The Bacchae and Other Plays	NULL
1479	Euripides	3,88	195125983	9,7802E+12	eng	160	154	13	22/02/2001	Oxford University Press  USA	Fantasia	Bakkhai	NULL	Bakkhai	NULL
1480	Euripides	3,78	413752801	9,78041E+12	eng	192	9	0	09/11/2000	Bloomsbury Methuen Drama	Fantasia	Plays 1: Medea/The Phoenician Women/Bacchae	NULL	Plays 1: Medea/The Phoenician Women/Bacchae	NULL
1486	Euripides	3,63	486424626	9,78049E+12	eng	64	34	4	17/07/2002	Dover Publications	Fantasia	The Trojan Women and Hippolytus	NULL	The Trojan Women and Hippolytus	NULL
1488	Wole Soyinka	3,86	393325830	9,78039E+12	eng	128	116	6	17/07/2004	W. W. Norton  Company	Fantasia	The Bacchae of Euripides: A Communion Rite	NULL	The Bacchae of Euripides: A Communion Rite	NULL
1489	Euripides	4,1	192832603	9,78019E+12	eng	282	158	2	20/12/2001	Oxford University Press	Fantasia	Orestes and Other Plays	NULL	Orestes and Other Plays	NULL
1491	Euripides	4,26	674995333	9,78067E+12	mul	528	27	5	15/02/1995	Loeb Classical Library	Fantasia	Children of Heracles / Hippolytus / Andromache / Hecuba	NULL	Children of Heracles / Hippolytus / Andromache / Hecuba	NULL
1494	Euripides	3,83	195061667	9,7802E+12	eng	142	1950	95	01/02/1990	Oxford University Press  USA	Fantasia	Alcestis	NULL	Alcestis	NULL
1495	Euripides	4,47	067499566X	9,78067E+12	mul	464	30	4	01/09/1998	Loeb Classical Library	Fantasia	Suppliant Women / Electra / Heracles	NULL	Suppliant Women / Electra / Heracles	NULL
1499	Euripides	3,87	195145666	9,7802E+12	eng	116	367	35	10/08/2006	Oxford University Press  USA	Fantasia	Medea	NULL	Medea	NULL
1504	William Allan	4,04	071563187X	9,78072E+12	eng	160	23	1	31/10/2002	Bristol Classical Press	Fantasia	Euripides: Medea	NULL	Euripides: Medea	NULL
1506	Robert J. Milch	4,2	822004240	9,78082E+12	eng	69	5	0	13/09/1965	Cliffs Notes	NULL	CliffsNotes on Euripides' Medea and Electra	NULL	CliffsNotes on Euripides' Medea and Electra	NULL
1509	Euripides	4,03	674995740	9,78067E+12	mul	528	29	2	01/12/1999	Loeb Classical Library	Fantasia	Trojan Women / Iphigenia Among the Taurians / Ion	NULL	Trojan Women / Iphigenia Among the Taurians / Ion	NULL
1510	Euripides	4,07	674996003	9,78067E+12	mul	605	25	3	15/06/2002	Loeb Classical Library	Fantasia	Helen / Phoenician Women / Orestes	NULL	Helen / Phoenician Women / Orestes	NULL
1511	Euripides	4,03	715629948	9,78072E+12	eng	144	12	1	09/03/2006	Bristol Classical Press	Fantasia	Euripides: Iphigenia at Aulis	Companions to Greek & Roman Tragedy	Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy)	NULL
1515	Euripides	4,43	226307662	9,78023E+12	eng	672	46	7	01/08/1992	University of Chicago Press	Drama	The Complete Greek Tragedies  Volume 3: Euripides	NULL	The Complete Greek Tragedies  Volume 3: Euripides	NULL
1516	Aeschylus	4,02	226307786	9,78023E+12	en-US	171	712	53	15/05/1969	University of Chicago Press	Fantasia	Aeschylus I: Oresteia	Agamemnon  The Libation Bearers  The Eumenides	Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides)	NULL
1517	Aeschylus	4,1	226307948	9,78023E+12	eng	188	389	26	01/02/1992	University of Chicago Press	Fantasia	Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound	The Complete Greek Tragedies	Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies)	NULL
1519	Aeschylus	4,02	140443339	9,78014E+12	eng	335	28726	591	07/02/1984	Penguin Classics	Fantasia	The Oresteia: Agamemnon  The Libation Bearers  The Eumenides	NULL	The Oresteia: Agamemnon  The Libation Bearers  The Eumenides	NULL
1521	Aeschylus	4,02	872203905	9,78087E+12	eng	224	303	21	15/09/1998	Hackett Publishing Company  Inc.	Fantasia	Oresteia	NULL	Oresteia	NULL
1523	Aeschylus	4,1	140441123	9,78014E+12	eng	160	4303	62	30/08/1961	Penguin Books	Fantasia	Prometheus Bound and Other Plays	NULL	Prometheus Bound and Other Plays	NULL
1525	Aeschylus	4,02	374527059	9,78037E+12	en-US	208	215	25	04/09/2004	Farrar  Straus and Giroux	Fantasia	The Oresteia	NULL	The Oresteia	NULL
1526	Aeschylus	4,02	081221627X	9,78081E+12	eng	178	12	3	01/11/1997	University of Pennsylvania Press	Fantasia	Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides	NULL	Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides	NULL
1527	Aeschylus	4,1	226307646	9,78023E+12	eng	358	74	7	01/08/1992	University of Chicago Press	Fantasia	The Complete Greek Tragedies  Volume 1: Aeschylus	NULL	The Complete Greek Tragedies  Volume 1: Aeschylus	NULL
1529	Simon Goldhill	4,03	521539811	9,78052E+12	eng	95	31	3	22/01/2004	Cambridge University Press	Fantasia	Aeschylus: The Oresteia	A Student Guide: Landmarks of World Literature	Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature)	NULL
1531	Aeschylus	4,1	812216717	9,78081E+12	en-GB	232	12	2	01/01/1998	University of Pennsylvania Press	Fantasia	Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound	NULL	Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound	NULL
1532	Aeschylus	4,02	486292428	9,78049E+12	eng	151	89	8	24/09/1996	Dover Publications	Fantasia	The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies	NULL	The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies	NULL
1533	Aeschylus	4,1	1419150014	9,78142E+12	eng	208	1	0	17/06/2004	Kessinger Publishing	NULL	The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound	NULL	The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound	NULL
1536	Sophocles	4,14	226307867	9,78023E+12	eng	254	5032	36	15/05/1969	University of Chicago Press	Fantasia	Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes	Complete Greek Tragedies 4	Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4)	NULL
1537	Sophocles	3,97	452011671	9,78045E+12	eng	288	553	46	01/05/1996	Plume	Fantasia	"The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone"	NULL	"The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone"	NULL
1538	Sophocles	4,27	451527844	9,78045E+12	eng	420	2883	40	01/03/2001	New American Library	Fantasia	The Complete Plays	NULL	The Complete Plays	NULL
1540	Sophocles	3,97	015602764X	9,78016E+12	eng	259	45589	726	01/11/2002	Mariner Books	Drama	The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone	NULL	The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone	NULL
1542	Sophocles	3,97	140444254	9,78014E+12	eng	430	2979	288	03/01/2000	Penguin Books	Fantasia	The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus	NULL	The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus	NULL
1546	Sophocles	3,97	872205851	9,78087E+12	en-US	304	109	7	15/03/2003	Hackett Publishing Company  Inc.	Fantasia	Theban Plays	NULL	Theban Plays	NULL
1547	Sophocles	3,97	679431322	9,78068E+12	en-US	223	52	3	18/10/1994	Alfred A. Knopf	Fantasia	The Theban Plays	Everyman's Library  	The Theban Plays (Everyman's Library  #93)	Everyman's Library  #93
1548	Sophocles	4,14	140440283	9,78014E+12	eng	218	135	9	30/04/1953	Penguin	Drama	Electra and Other Plays	NULL	Electra and Other Plays	NULL
1549	Sophocles	3,94	192835882	9,78019E+12	eng	178	13358	199	17/09/1998	Oxford University Press	Drama	"Antigone; Oedipus the Kingn; Electra"	NULL	"Antigone; Oedipus the Kingn; Electra"	NULL
1554	Sophocles	3,7	1580495931	9,78158E+12	eng	75	141555	1776	22/06/2006	Prestwick House - (Literary Touchstone Classic)	Fantasia	Oedipus Rex	The Theban Plays  	Oedipus Rex  (The Theban Plays  #1)	The Theban Plays  #1
1558	Sophocles	3,7	521617359	9,78052E+12	grc	214	218	1	01/08/2006	Cambridge University Press	Fantasia	Oedipus Rex	Greek and Latin Classics	Oedipus Rex (Greek and Latin Classics)	NULL
1559	Sophocles	3,7	1416500332	9,78142E+12	eng	144	740	57	01/07/2005	Simon  Schuster	Fantasia	Oedipus the King	NULL	Oedipus the King	NULL
1560	Aristophanes	4,06	452007178	9,78045E+12	eng	624	6086	79	01/11/1984	Plume	Drama	Four Plays: The Clouds/The Birds/Lysistrata/The Frogs	NULL	Four Plays: The Clouds/The Birds/Lysistrata/The Frogs	NULL
1561	Aristophanes	3,94	415907446	9,78042E+12	eng	256	96	8	27/08/1996	Routledge	Drama	Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen	NULL	Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen	NULL
1562	Aristophanes	4,21	553213431	9,78055E+12	eng	577	1998	33	01/03/1984	Bantam Classics	Drama	The Complete Plays	NULL	The Complete Plays	NULL
1563	Aristophanes	3,83	812234561	9,78081E+12	eng	336	4	0	29/01/1998	University of Pennsylvania Press	Drama	Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth	NULL	Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth	NULL
1566	Aristophanes	3,77	872203611	9,78087E+12	eng	480	1	0	15/09/1998	Hackett Publishing Company  Inc.	Drama	Clouds/Wasps/Birds	Aristophanes 1	Clouds/Wasps/Birds (Aristophanes 1)	NULL
1567	Aristophanes	3,95	140448144	9,78014E+12	en-US	241	3833	120	30/01/2003	Penguin Classics	Drama	Lysistrata and Other Plays	NULL	Lysistrata and Other Plays	NULL
1568	Aristophanes	3,42	1585100870	9,78159E+12	eng	96	23	1	01/05/2003	Focus Publishing/R. Pullins Company	Drama	Acharnians	NULL	Acharnians	NULL
1571	Aristophanes	3,75	199120099	9,7802E+12	eng	254	13	2	15/12/1969	Oxford University Press  USA	Drama	Clouds	NULL	Clouds	NULL
1572	Aristophanes	4,07	674995376	9,78067E+12	grc	624	69	10	15/12/1998	Loeb Classical Library/Harvard University Press	Drama	Clouds/Wasps/Peace	NULL	Clouds/Wasps/Peace	NULL
1576	Aristophanes	3,94	140441522	9,78014E+12	eng	224	391	27	28/02/1964	Penguin Books	Drama	Three Plays: The Wasps / The Poet and the Women / The Frogs	NULL	Three Plays: The Wasps / The Poet and the Women / The Frogs	NULL
1577	Aristophanes	4,03	156027658	9,78016E+12	eng	400	14	2	06/01/2003	Harcourt	Drama	Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day	NULL	Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day	NULL
1579	Aristophanes	4,21	674995961	9,78067E+12	grc	608	58	4	01/05/2002	Harvard University Press	Drama	Frogs/Assemblywomen/Wealth	Loeb Classical Library 180	Frogs/Assemblywomen/Wealth (Loeb Classical Library 180)	NULL
1584	W. John Campbell	2,8	822007762	49086007763	eng	80	5	0	29/12/1983	Cliffs Notes	NULL	Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs	NULL	Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs	NULL
1585	Douglas M. MacDowell	4,07	198721595	9,7802E+12	eng	376	14	3	01/10/1995	Oxford University Press	Drama	Aristophanes and Athens: An Introduction to the Plays	NULL	Aristophanes and Athens: An Introduction to the Plays	NULL
1590	Aristophanes	3,6	198140819	9,7802E+12	eng	408	262	13	25/02/1999	Oxford University Press  USA	Drama	Peace	NULL	Peace	NULL
1591	Aristophanes	3,85	872206033	9,78087E+12	eng	132	30604	552	01/03/2003	Hackett Publishing Company  Inc.	Drama	Lysistrata	NULL	Lysistrata	NULL
1592	Aristophanes	3,69	140443320	9,78014E+12	en-US	335	42	1	27/07/1978	Penguin Classics	Drama	The Knights / Peace / The Birds / The Assembly Women / Wealth	NULL	The Knights / Peace / The Birds / The Assembly Women / Wealth	NULL
1595	Andrea Wilson Nightingale	4,33	521774330	9,78052E+12	en-GB	238	5	2	13/04/2000	Cambridge University Press	História	Genres in Dialogue: Plato and the Construct of Philosophy	NULL	Genres in Dialogue: Plato and the Construct of Philosophy	NULL
1618	Mark Haddon	3,88	1400032717	9,7814E+12	eng	226	1054308	35537	18/05/2004	Vintage	Policial/Mistério	The Curious Incident of the Dog in the Night-Time	NULL	The Curious Incident of the Dog in the Night-Time	NULL
1620	George Pelecanos	3,64	316156507	9,78032E+12	eng	372	4067	357	08/08/2006	Little Brown and Company	Policial/Mistério	The Night Gardener	NULL	The Night Gardener	NULL
1625	William Shakespeare	3,98	743482778	9,78074E+12	eng	272	138101	2513	01/07/2004	Simon Schuster	Romance	Twelfth Night	NULL	Twelfth Night	NULL
1627	Annie Proulx	3,94	743271327	9,78074E+12	eng	55	24985	1751	02/12/2005	Scribner	Ficção	Brokeback Mountain	NULL	Brokeback Mountain	NULL
1633	David    Allen	3,99	142000280	9,78014E+12	en-GB	267	105507	3838	31/12/2002	Penguin Books	Negócios/Finanças	Getting Things Done: The Art of Stress-Free Productivity	NULL	Getting Things Done: The Art of Stress-Free Productivity	NULL
1634	Geoffrey M. Bellman	3,46	1576751724	9,78158E+12	eng	176	75	12	27/08/2001	Berrett-Koehler Publishers	Negócios/Finanças	Getting Things Done When You Are Not in Charge	NULL	Getting Things Done When You Are Not in Charge	NULL
1642	Ricardo Piglia	4,17	843392463X	9,78843E+12	spa	144	240	30	01/06/2001	Anagrama	Ficção	Formas breves	NULL	Formas breves	NULL
1643	Ricardo Piglia	4,14	8433968777	9,78843E+12	spa	209	331	24	15/07/2009	Anagrama	História	El último lector	NULL	El último lector	NULL
1645	Ricardo Piglia	3,76	1862076650	9,78186E+12	eng	209	69	12	01/08/2004	Granta UK	Suspense/Thriller	Money to Burn	NULL	Money to Burn	NULL
1646	Ricardo Piglia	3,96	8433924710	9,78843E+12	spa	218	1279	77	01/03/2008	Anagrama	Romance	Respiración artificial	NULL	Respiración artificial	NULL
1654	Ricardo Piglia	3,76	8433924621	9,78843E+12	spa	227	1098	65	01/07/2005	Anagrama	NULL	Plata quemada	NULL	Plata quemada	NULL
1664	Karen  O'Connor	3,5	321365208	9,78032E+12	eng	854	0	0	29/07/2005	Longman Publishing Group	Ciências Sociais/Política	Essentials of American and Texas Government: Continuity and Change	NULL	Essentials of American and Texas Government: Continuity and Change	NULL
1667	Ernesto Sabato	4,05	8432216429	9,78843E+12	spa	159	453	60	01/07/2003	Seix Barral	Policial/Mistério	El túnel	NULL	El túnel	NULL
1681	Augustine of Hippo	3,92	1565480848	9,78157E+12	eng	416	142	24	01/12/2002	New City Press	Jovem Adulto	The Confessions	Works of Saint Augustine 1	The Confessions (Works of Saint Augustine 1)	NULL
1684	Augustine of Hippo	3,92	679783199	9,78068E+12	eng	905	104	16	12/09/2000	Random House	Jovem Adulto	The City of God	NULL	The City of God	NULL
1685	Augustine of Hippo	4,04	1565481240	9,78157E+12	eng	144	271	21	01/10/1999	New City Press	Religião/Espiritualidade	The Enchiridion on Faith Hope and Love	Augustine Series 1	The Enchiridion on Faith Hope and Love (Augustine Series 1)	NULL
1686	Peter R.L. Brown	4,27	520227573	9,78052E+12	en-US	576	1643	97	24/11/2000	University of California Press	Biografia/Autobiografia	Augustine of Hippo: A Biography	NULL	Augustine of Hippo: A Biography	NULL
1693	Augustine of Hippo	4,03	24021504	9,78002E+12	eng	191	2335	67	11/01/1958	Library of Liberal Arts/Bobb-Merrill (Indianapolis  IN)	Filosofia	On Christian Doctrine	NULL	On Christian Doctrine	NULL
1698	Augustine of Hippo	3,92	872201864	9,78087E+12	eng	296	84	8	01/01/1993	Hackett Publ. Co Inc	Jovem Adulto	Confessions  Books 1-13	NULL	Confessions  Books 1-13	NULL
1702	Garry Wills	3,55	143035983	9,78014E+12	eng	176	259	30	30/08/2005	Penguin Books	NULL	Saint Augustine	NULL	Saint Augustine	NULL
1703	Henry Chadwick	3,71	192854526	9,78019E+12	eng	144	236	33	07/06/2001	Oxford University Press  USA	Religião/Espiritualidade	Augustine: A Very Short Introduction	NULL	Augustine: A Very Short Introduction	NULL
1707	Augustine of Hippo	3,94	1565482018	9,78157E+12	eng	540	29	3	01/05/2004	New City Press	NULL	On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis	Works of St Augustine 1	On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1)	NULL
1710	Anthony Bourdain	4,07	8466308954	9,78847E+12	spa	478	11	0	01/02/2003	Santillana USA Publishing Company	Biografia/Autobiografia	Confesiones de un chef	NULL	Confesiones de un chef	NULL
1713	Ovid	4,05	156001268	9,78016E+12	eng	559	710	64	15/04/1995	Harcourt Brace	NULL	The Metamorphoses of Ovid	NULL	The Metamorphoses of Ovid	NULL
1715	Ovid	4,05	014044789X	9,78014E+12	eng	723	48223	764	03/08/2004	Penguin	Fantasia	Metamorphoses	NULL	Metamorphoses	NULL
1720	Ovid	4,27	806128941	9,78081E+12	eng	584	229	16	15/01/1998	University of Oklahoma Press	Fantasia	Ovid's Metamorphoses: Books 1-5	NULL	Ovid's Metamorphoses: Books 1-5	NULL
1721	Ovid	4,32	806114568	9,78081E+12	eng	560	32	3	15/01/1978	University of Oklahoma Press	Fantasia	Ovid’s Metamorphoses: Books 6-10	NULL	Ovid’s Metamorphoses: Books 6-10	NULL
1722	Norma Goldman	4,36	814317324	9,78081E+12	en-US	524	78	8	01/09/1982	Wayne State University Press	Fantasia	Latin Via Ovid: A First Course	NULL	Latin Via Ovid: A First Course	NULL
1725	Ovid	4,02	674992555	9,78067E+12	eng	400	98	5	01/01/1929	Harvard University Press	NULL	The Art of Love and Other Poems	NULL	The Art of Love and Other Poems	NULL
1728	Ovid	4,12	520242602	9,78052E+12	eng	451	432	14	18/01/2005	University of California Press	Poesia	The Poems of Exile: Tristia and the Black Sea Letters	NULL	The Poems of Exile: Tristia and the Black Sea Letters	NULL
1729	Ovid	4,52	674990471	9,78067E+12	eng	499	61	4	01/01/1985	Harvard University Press	Fantasia	Metamorphoses: Volume 2  Books IX-XV	NULL	Metamorphoses: Volume 2  Books IX-XV	NULL
1730	Ovid	4,42	674990463	9,78067E+12	eng	496	813	14	01/01/1977	Harvard University Press	Fantasia	Metamorphoses: Volume I  Books I-VIII	NULL	Metamorphoses: Volume I  Books I-VIII	NULL
1731	Norma Goldman	4,08	814326110	9,78081E+12	eng	152	12	0	01/07/1995	Wayne State University Press	Fantasia	Practice! Practice!: A Latin Via Ovid Workbook	NULL	Practice! Practice!: A Latin Via Ovid Workbook	NULL
1744	Michael C.J. Putnam	3,71	806115602	9,78081E+12	eng	222	7	1	15/11/1979	University of Oklahoma Press	Poesia	Tibullus: A Commentary	NULL	Tibullus: A Commentary	NULL
1750	Charles Segal	4,62	069101597X	9,78069E+12	eng	440	12	0	16/11/1997	Princeton University Press	Fantasia	Dionysiac Poetics and Euripides' Bacchae	NULL	Dionysiac Poetics and Euripides' Bacchae	NULL
1761	Sophocles	3,64	195143736	9,7802E+12	eng	208	264	14	05/06/2003	Oxford University Press  USA	Fantasia	Antigone	NULL	Antigone	NULL
1771	Richard Johnsonbaugh	4,07	130158852	9,78013E+12	eng	640	14	0	13/08/1999	Prentice Hall	NULL	Object-Oriented Programming in C++	NULL	Object-Oriented Programming in C++	NULL
1800	Simon Goldhill	3,79	226301192	9,78023E+12	eng	345	122	16	01/11/2005	University of Chicago Press	História	Love  Sex & Tragedy: How the Ancient World Shapes Our Lives	NULL	Love  Sex & Tragedy: How the Ancient World Shapes Our Lives	NULL
1801	Simon Goldhill	4,12	521315794	9,78052E+12	eng	302	32	3	05/08/1986	Cambridge University Press	Drama	Reading Greek Tragedy	NULL	Reading Greek Tragedy	NULL
1804	Simon Goldhill	3,4	521011760	9,78052E+12	eng	334	10	1	04/04/2002	Cambridge University Press	História	Who Needs Greek? Contests in the Cultural History of Hellenism	NULL	Who Needs Greek? Contests in the Cultural History of Hellenism	NULL
1805	Simon Goldhill	3,73	521479347	9,78052E+12	eng	212	10	0	26/01/1995	Cambridge University Press	História	Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality	Stanford Memorial Lecture	Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture)	NULL
1814	Daniel Pinchbeck	3,42	1585424838	9,78159E+12	en-US	408	1416	217	04/05/2006	Tarcher	Jovem Adulto	2012: The Return of Quetzalcoatl	NULL	2012: The Return of Quetzalcoatl	NULL
1815	Daniel Pinchbeck	4,06	767907434	9,78077E+12	en-US	336	2799	166	12/08/2003	Three Rivers Press (CA)	NULL	Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism	NULL	Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism	NULL
